duration_s,power_w
762,188.3228346456693
763,188.39711664482306
764,188.50261780104714
765,188.61437908496728
766,188.7127937336815
767,188.7835723598435
768,188.84505208333331
769,188.8959687906372
770,188.94025974025973
771,189.0077821011673
772,189.08031088082905
773,189.1461836998707
774,189.21447028423773
775,189.29419354838709
776,189.38402061855666
777,189.47232947232945
778,189.55398457583547
779,189.63029525032093
780,189.70128205128202
781,189.77976952624834
782,189.87468030690542
783,189.9667943805875
784,190.05229591836735
785,190.13885350318475
786,190.22646310432566
787,190.30749682337992
788,190.37055837563446
789,190.4283903675539
790,190.47594936708862
791,190.51833122629583
792,190.55555555555551
793,190.58764186633042
794,190.63979848866506
795,190.7232704402516
796,190.80653266331663
797,190.88331242158088
798,190.94360902255642
799,191.00375469336666
800,191.07625000000002
801,191.1685393258427
802,191.2630922693267
803,191.3312577833126
804,191.39054726368158
805,191.46583850931677
806,191.54590570719597
807,191.61957868649324
808,191.68564356435644
809,191.74412855377014
810,191.81234567901234
811,191.8902589395808
812,191.95689655172418
813,192.01722017220172
814,192.0798525798526
815,192.1337423312884
816,192.18504901960785
817,192.22888616891063
818,192.28239608801957
819,192.33455433455433
820,192.37073170731702
821,192.40560292326438
822,192.48053527980537
823,192.56500607533414
824,192.64563106796115
825,192.70909090909095
826,192.76150121065376
827,192.79927448609428
828,192.83212560386468
829,192.87696019300364
830,192.92650602409634
831,192.9735258724429
832,193.03365384615384
833,193.0924369747899
834,193.14388489208633
835,193.19401197604793
836,193.23325358851665
837,193.26881720430106
838,193.31026252983295
839,193.3599523241954
840,193.4011904761905
841,193.42211652794293
842,193.43942992874113
843,193.46619217081854
844,193.5047393364928
845,193.55029585798812
846,193.6016548463356
847,193.66587957497052
848,193.71698113207543
849,193.7667844522969
850,193.80352941176469
851,193.84018801410107
852,193.8732394366197
853,193.9015240328252
854,193.93559718969556
855,193.9824561403509
856,194.036214953271
857,194.0851808634772
858,194.12237762237766
859,194.15250291036088
860,194.1872093023256
861,194.24274099883857
862,194.2981438515081
863,194.34067207415984
864,194.38888888888889
865,194.43121387283236
866,194.45496535796764
867,194.47058823529412
868,194.48732718894004
869,194.50978135788262
870,194.53793103448277
871,194.56716417910448
872,194.59977064220186
873,194.63917525773198
874,194.68077803203664
875,194.71314285714288
876,194.73858447488587
877,194.78677309007986
878,194.86674259681092
879,194.9453924914676
880,195.00113636363636
881,195.03972758229284
882,195.08163265306126
883,195.13250283125706
884,195.185520361991
885,195.23615819209047
886,195.27539503386006
887,195.30890642615554
888,195.34909909909908
889,195.39595050618675
890,195.44606741573048
891,195.4927048260382
892,195.54820627802692
893,195.6035834266517
894,195.6476510067114
895,195.70167597765357
896,195.76785714285714
897,195.82385730211814
898,195.8674832962139
899,195.908787541713
900,195.9511111111111
901,196.00443951165377
902,196.06762749445676
903,196.12956810631226
904,196.1902654867257
905,196.24530386740335
906,196.29580573951432
907,196.3395810363837
908,196.38215859030845
909,196.43894389438944
910,196.49230769230763
911,196.5290889132821
912,196.5701754385965
913,196.61226725082145
914,196.6487964989059
915,196.68196721311477
916,196.70851528384276
917,196.7459105779717
918,196.79738562091507
919,196.84439608269852
920,196.88478260869564
921,196.9250814332247
922,196.96637744034717
923,197.00541711809313
924,197.03787878787878
925,197.05837837837834
926,197.07883369330457
927,197.11003236245952
928,197.14224137931035
929,197.17976318622172
930,197.21505376344084
931,197.2534908700322
932,197.28969957081543
933,197.3172561629153
934,197.34261241970023
935,197.39572192513376
936,197.44230769230768
937,197.48345784418368
